Sentence,Sentiment,entities
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",negative,"[('the Stockholm archipelago', 'LOC'), ('more than 20,000', 'CARDINAL')]"
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,positive,"[('Kaupthing Bank', 'ORG'), ('Capital Markets', 'ORG'), ('Group', 'ORG')]"
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,negative,"[('SPY', 'PERSON'), ('Tomorrow', 'DATE'), ('GOOG', 'PERSON')]"
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",negative,"[('EUR 6.2', 'PRODUCT'), ('EUR', 'ORG'), ('16.8', 'CARDINAL'), ('2007', 'DATE'), ('2.3 %', 'PERCENT')]"
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral,"[('11-13 %', 'PERCENT')]"
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,"[('Last year', 'DATE'), ('8.3 million', 'CARDINAL'), ('4 percent', 'PERCENT'), ('2007', 'DATE')]"
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",neutral,"[('S60', 'ORG'), ('135-gram', 'QUANTITY'), ('2.4-inch', 'QUANTITY'), ('VGA', 'ORG'), ('100 megabytes', 'QUANTITY'), ('the Micro Secure Digital', 'ORG')]"
"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",neutral,"[('40', 'CARDINAL'), ('Intellibis', 'ORG')]"
The insurer anticipates its share in Nordea 's net profit to be significant .,positive,"[('Nordea', 'ORG')]"
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",positive,"[('ADP News - Feb 25', 'ORG'), ('Finnish', 'NORP'), ('PCB', 'ORG'), ('Group Oyj HEL', 'PERSON'), ('ACG1V', 'PERSON'), ('today', 'DATE'), ('EUR', 'ORG'), ('2008', 'DATE'), ('EUR 65.3 million', 'MONEY')]"
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,neutral,"[('today', 'DATE'), ('EUR0', 'FAC'), ('the first quarter 2008', 'DATE')]"
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive,"[('EUR 825mn', 'PERSON'), ('EUR 763mn', 'ORG'), ('2004', 'DATE')]"
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral,"[('Capitex Kalmar', 'PERSON')]"
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',neutral,[]
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",positive,"[('BPM', 'ORG'), ('UBI', 'ORG'), ('Italy', 'GPE')]"
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,"[('Tekla', 'ORG'), ('Helsinki Marski', 'PERSON'), ('Aleksanterinkatu 17', 'PERSON'), ('the same day', 'DATE'), ('12:30 - 1:30 p.m.', 'TIME')]"
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral,"[('February 1 , 2011', 'DATE'), ('Etteplan Operations', 'ORG')]"
"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",neutral,"[(""Huhtamaki Oyj 's"", 'PERSON'), ('EUR 358,706,290.00', 'PERSON'), ('105,501,850', 'CARDINAL')]"
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative,"[('EUR', 'ORG'), ('96.3', 'PRODUCT'), ('EUR', 'ORG')]"
"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",neutral,"[('the first half of 2008', 'DATE'), ('Bank', 'ORG'), ('EUR', 'ORG'), ('11.8', 'CARDINAL'), ('EUR', 'ORG'), ('18.9', 'CARDINAL'), ('EUR', 'ORG'), ('EUR', 'ORG'), ('18.8', 'CARDINAL'), ('the first half of 2007', 'DATE')]"
Elcoteq 's revenues in 2007 were approximately EUR 120 million .,neutral,"[('Elcoteq', 'ORG'), ('2007', 'DATE'), ('approximately EUR 120 million', 'QUANTITY')]"
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative,"[('March 2011 - Finnish', 'DATE'), ('Scanfil Oyj HEL', 'PERSON'), ('SCF1V', 'PERSON'), ('today', 'DATE'), ('Scanfil EMS Group', 'ORG'), ('Ojala-Yhtyma Oy', 'ORG')]"
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive,"[('49.14 percent', 'PERCENT'), ('48.51 percent', 'PERCENT'), ('a year earlier', 'DATE')]"
`` Our design team has long admired Marimekko 's vivid patterns and colors .,positive,"[('Marimekko', 'PERSON')]"
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",negative,"[('FTSE', 'ORG'), ('3-month', 'DATE'), ('Greek', 'NORP')]"
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,"[('48.51 percent', 'PERCENT'), ('48.31 percent', 'PERCENT'), ('a year earlier', 'DATE')]"
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",neutral,"[('80', 'CARDINAL'), ('around half', 'CARDINAL')]"
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,positive,"[('1-AstraZeneca', 'PRODUCT'), ('575', 'MONEY')]"
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative,"[('33 %', 'PERCENT'), ('the third quarter of 2008', 'DATE'), ('EUR', 'ORG')]"
"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",neutral,"[('LTE', 'ORG'), ('800', 'CARDINAL'), ('this summer', 'DATE'), ('Nokia Siemens', 'PRODUCT'), ('LTE', 'ORG'), ('Tammela', 'PERSON')]"
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",neutral,"[('Goldman Sachs', 'ORG'), ('HSBC', 'ORG'), ('Brexit', 'PERSON')]"
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,"[('EUR 8.3', 'PRODUCT'), ('the first nine months of 2008', 'DATE'), ('EUR 8.4', 'ORG'), ('2007', 'DATE')]"
Do it for me' trend underpins UK sales growth at Kingfisher,positive,"[('UK', 'GPE')]"
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,"[('EUR', 'ORG'), ('323.5', 'CARDINAL'), ('October 2009', 'DATE'), ('5.5 %', 'PERCENT'), ('October 2008', 'DATE')]"
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",neutral,"[('Marubeni', 'ORG'), ('GHG - Green House Gas - emission', 'ORG'), ('Japanese', 'NORP')]"
"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",neutral,"[('the Finnish Maritime Administration', 'ORG'), ('January-August 2009', 'DATE')]"
"Westend ICT Plc s new 409,665,891 shares and increase of share capital with EUR 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 December 2010 have today registered in the Trade Register .",neutral,"[('ICT Plc', 'ORG'), ('409,665,891', 'CARDINAL'), ('EUR', 'ORG'), ('2,000,000', 'CARDINAL'), ('27 December 2010', 'DATE'), ('today', 'DATE'), ('the Trade Register', 'ORG')]"
The fund at fair value will increase correspondingly .,positive,[]
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",positive,"[('Finnish Suominen Corporation', 'ORG'), ('nonwovens', 'GPE'), ('EUR 44.1', 'PERSON'), ('the second quarter of 2010', 'DATE'), ('EUR', 'ORG'), ('43.3', 'CARDINAL'), ('the second quarter of 2009', 'DATE')]"
The inventor was issued U.S. Patent No. .,neutral,"[('U.S.', 'GPE')]"
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",negative,"[('September', 'DATE'), ('10.2 percent', 'PERCENT'), ('19.28 million', 'CARDINAL')]"
"Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising .",neutral,[]
This is the first time Finnair has been awarded an agreement with the UK government .,positive,"[('first', 'ORDINAL'), ('Finnair', 'ORG'), ('UK', 'GPE')]"
"Following the move , Stora Enso holding in NewPage will remain unchanged .",neutral,"[('Stora Enso', 'PERSON'), ('NewPage', 'ORG')]"
expecting  $SPY to close above 205.20 $AAPL,positive,"[('SPY', 'ORG'), ('205.20 $', 'MONEY')]"
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",neutral,[]
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,"[('4 percent', 'PERCENT'), ('last year', 'DATE')]"
"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",neutral,"[('Scan', 'NORP'), ('Basware Business Transactions Service', 'ORG')]"
AstraZeneca suffers setback after drug fails to treat eye cancer,negative,"[('AstraZeneca', 'ORG')]"
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral,"[('Sanoma Magazines International', 'ORG'), ('approximately 15 %', 'PERCENT')]"
`` This could be us .,neutral,[]
`` The trend in the sports and leisure markets was favorable in the first months of the year .,positive,"[('the first months of the year', 'DATE')]"
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,"[('EUR', 'ORG'), ('397.4', 'PRODUCT'), ('EUR', 'ORG'), ('164.7', 'CARDINAL')]"
Berkshire applies to boost Wells Fargo stake above 10 percent,positive,"[('Wells Fargo', 'ORG'), ('10 percent', 'PERCENT')]"
"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito .",neutral,"[('Konecranes', 'PERSON'), ('Kito', 'PERSON'), ('Konecranes', 'PERSON'), ('Japanese', 'NORP'), ('Kito', 'PERSON')]"
The company did not disclose the price of the acquisition .,neutral,[]
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,neutral,"[('Dans', 'NORP'), ('FAB Glasgow', 'PERSON'), ('Fancy Dans', 'PERSON')]"
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,positive,"[('SBUX', 'PERSON')]"
"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral,"[('Suomen L+ñhikauppa', 'PERSON'), ('5.8', 'CARDINAL'), ('SAS', 'ORG'), ('TeliaSonera', 'ORG'), ('6.1', 'CARDINAL'), ('German', 'NORP'), ('Lidl 6.1', 'PERSON'), (""Tele Finland 's"", 'ORG'), ('6.1', 'CARDINAL'), ('Tallink', 'ORG'), ('6.3', 'CARDINAL'), ('Helsinki Energy 6.3', 'ORG')]"
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",neutral,"[('Corporation Stock Exchange Release', 'ORG'), ('August 2009', 'DATE'), ('3.15 pm M-real', 'TIME'), ('190 million', 'CARDINAL'), ('Sappi M-real Corporation', 'ORG'), ('Graphic Papers', 'WORK_OF_ART'), ('Sappi Limited', 'ORG'), ('the end of 2008', 'DATE'), ('EUR 750 million', 'MONEY')]"
The amendment will not incur additional costs .,neutral,[]
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",neutral,"[('one', 'CARDINAL'), ('EUR', 'ORG'), ('9.1', 'CARDINAL'), ('EUR', 'ORG'), ('10.6', 'CARDINAL'), ('one', 'CARDINAL'), ('2004', 'DATE')]"
The mill has long traditions and holds an established position in the markets .,positive,[]
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",positive,"[('5-10%', 'PERCENT'), ('NEM', 'MONEY')]"
"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",positive,"[('last week', 'DATE'), ('May & Jun', 'ORG'), ('35', 'CARDINAL'), ('today', 'DATE')]"
Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,positive,[]
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,positive,"[('EMS', 'ORG')]"
"The company operates worldwide and employs in total approximately 47,000 persons .",neutral,"[('approximately 47,000', 'CARDINAL')]"
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,neutral,"[('Okmetic Board of Directors', 'ORG')]"
"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",positive,"[('60,000 tonnes', 'QUANTITY'), ('2009', 'DATE'), ('Zahariev', 'PERSON')]"
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,negative,"[('China', 'GPE'), ('India', 'GPE')]"
"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",positive,"[('6 up days in a row', 'DATE')]"
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive,"[('October-December', 'DATE'), ('302', 'CARDINAL'), ('25.3', 'CARDINAL'), ('year', 'DATE')]"
GE is building the facility with wind power developer Invenergy Wind LLC .,neutral,"[('GE', 'ORG'), ('LLC', 'ORG')]"
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",negative,"[(""1-BHP Billiton's"", 'PRODUCT')]"
"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",neutral,"[('ADP News', 'ORG'), ('Finnish', 'NORP'), ('Stora Enso Oyj', 'PERSON'), ('today', 'DATE'), ('EUR 137 million', 'MONEY'), ('Ostroleka Mi', 'PRODUCT')]"
The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,neutral,"[('September 29', 'DATE'), ('Pohjola Insurance', 'ORG'), ('EUR 80 million', 'MONEY'), ('Pohjantahti', 'PERSON')]"
"Previously , it projected the figure to be slightly lower than in 2009 .",neutral,"[('2009', 'DATE')]"
"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .",neutral,"[('Atria', 'GPE')]"
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,"[('EUR', 'ORG'), ('EUR', 'ORG'), ('17.5', 'CARDINAL'), ('2008', 'DATE')]"
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,neutral,"[('NASDAQ', 'ORG'), ('OMX Helsinki', 'PRODUCT')]"
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",neutral,"[('HK Ruokatalo', 'PERSON'), ('Swedish', 'NORP')]"
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",negative,"[('EUR', 'ORG'), ('9.6', 'CARDINAL'), ('EUR', 'ORG'), ('42.0', 'PRODUCT'), ('the year before', 'DATE')]"
Arm slammed by handset sales outlook,negative,[]
"Britain's FTSE gains, Land Securities up after dividend hike",positive,"[('Britain', 'GPE'), ('FTSE', 'ORG'), ('Land Securities', 'ORG')]"
